id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
341,341,LAUSD,732-cabrillo-avenue-elementary,732 S Cabrillo Ave,310-832-6446,Cabrillo Avenue Elementary,"[('732 cabrillo avenue elementary', 100.0, '732-cabrillo-avenue-elementary')]",1761,Cabrillo Avenue Elementary(LAUSD),Los Angeles Unified,732 South Cabrillo Ave.,Cabrillo Avenue Elementary(LAUSD),732-cabrillo-avenue-elementary,,True,False, 100.0
342,342,LAUSD,220-cahuenga-elementary,220 S Hobart Blvd,213-386-6303,Cahuenga Elementary,"[('220 cahuenga elementary', 100.0, '220-cahuenga-elementary')]",1489,Cahuenga Elementary(LAUSD),Los Angeles Unified,220 South Hobart Blvd.,Cahuenga Elementary(LAUSD),220-cahuenga-elementary,,True,False, 100.0
343,343,LAUSD,220-cahuenga-elementary,220 S Hobart Blvd,213-386-6303,Cahuenga Elementary DL One-Way Im Spanish,"[('220 cahuenga elementary', 90.0, '220-cahuenga-elementary')]",1489,Cahuenga Elementary(LAUSD),Los Angeles Unified,220 South Hobart Blvd.,Cahuenga Elementary(LAUSD),220-cahuenga-elementary,,True,False, 90.0
344,344,LAUSD,220-cahuenga-elementary,220 S Hobart Blvd,213-386-6303,Cahuenga Elementary DL Two-Way Im Korean,"[('220 cahuenga elementary', 90.0, '220-cahuenga-elementary')]",1489,Cahuenga Elementary(LAUSD),Los Angeles Unified,220 South Hobart Blvd.,Cahuenga Elementary(LAUSD),220-cahuenga-elementary,,True,False, 90.0
345,345,LAUSD,14630-cal-burke-high,14630 Lanark St,818-781-7665,Cal Burke High School,"[('14630 cal burke high', 95.0, '14630-cal-burke-high')]",1490,Cal Burke High(LAUSD),Los Angeles Unified,14630 Lanark St.,Cal Burke High(LAUSD),14630-cal-burke-high,,True,False, 95.0
346,346,LAUSD,23055-calabash-charter-academy,23055 Eugene St,818-224-4430,Calabash Charter Academy,"[('23055 calabash charter academy', 100.0, '23055-calabash-charter-academy')]",1491,Calabash Charter Academy(LAUSD),Los Angeles Unified,23055 Eugene St.,Calabash Charter Academy(LAUSD),23055-calabash-charter-academy,,True,False, 100.0
347,347,LAUSD,18722-calahan-street-elementary,18722 Knapp St,818-886-4612,Calahan Street Elementary,"[('18722 calahan street elementary', 100.0, '18722-calahan-street-elementary')]",1492,Calahan Street Elementary(LAUSD),Los Angeles Unified,18722 Knapp St.,Calahan Street Elementary(LAUSD),18722-calahan-street-elementary,,True,False, 100.0
348,348,LAUSD,19850-calvert-charter-for-enriched-studies,19850 Delano St,818-347-2681,Calvert Charter for Enriched Studies,"[('19850 calvert charter for enriched studies', 100.0, '19850-calvert-charter-for-enriched-studies')]",1495,Calvert Charter for Enriched Studies(LAUSD),Los Angeles Unified,19850 Delano St.,Calvert Charter for Enriched Studies(LAUSD),19850-calvert-charter-for-enriched-studies,,True,False, 100.0
349,349,LAUSD,7451-camellia-avenue-elementary,7451 Camellia Ave,818-765-5255,Camellia Avenue Elementary,"[('7451 camellia avenue elementary', 100.0, '7451-camellia-avenue-elementary')]",1496,Camellia Avenue Elementary(LAUSD),Los Angeles Unified,7451 Camellia Ave.,Camellia Avenue Elementary(LAUSD),7451-camellia-avenue-elementary,,True,False, 100.0
350,350,LAUSD,7451-camellia-avenue-elementary,7451 Camellia Av,818-765-5255,Camellia Avenue Elementary DL Two-Way Im Spanish,"[('7451 camellia avenue elementary', 90.0, '7451-camellia-avenue-elementary')]",1496,Camellia Avenue Elementary(LAUSD),Los Angeles Unified,7451 Camellia Ave.,Camellia Avenue Elementary(LAUSD),7451-camellia-avenue-elementary,,True,False, 90.0
351,351,LAUSD,9233-canfield-avenue-elementary,9233 Airdrome St,310-552-2525,Canfield Avenue Elementary,"[('9233 canfield avenue elementary', 100.0, '9233-canfield-avenue-elementary')]",1498,Canfield Avenue Elementary(LAUSD),Los Angeles Unified,9233 Airdrome St.,Canfield Avenue Elementary(LAUSD),9233-canfield-avenue-elementary,,True,False, 100.0
352,352,LAUSD,7438-canoga-park-elementary,7438 Topanga Canyon Blvd,818-340-3591,Canoga Park Elementary,"[('7438 canoga park elementary', 100.0, '7438-canoga-park-elementary')]",1499,Canoga Park Elementary(LAUSD),Los Angeles Unified,7438 Topanga Canyon Blvd.,Canoga Park Elementary(LAUSD),7438-canoga-park-elementary,,True,False, 100.0
353,353,LAUSD,6850-canoga-park-senior-high,6850 Topanga Cyn Blvd,818-673-1300,Canoga Park Senior High,"[('6850 canoga park senior high', 100.0, '6850-canoga-park-senior-high')]",1500,Canoga Park Senior High(LAUSD),Los Angeles Unified,6850 Topanga Canyon Blvd.,Canoga Park Senior High(LAUSD),6850-canoga-park-senior-high,,True,False, 100.0
354,354,LAUSD,6850-canoga-park-senior-high,6850 Topanga Cyn Blvd,818-673-1300,Canoga Park Senior High Communication Arts/Media Magnet,"[('6850 canoga park senior high', 90.0, '6850-canoga-park-senior-high')]",1500,Canoga Park Senior High(LAUSD),Los Angeles Unified,6850 Topanga Canyon Blvd.,Canoga Park Senior High(LAUSD),6850-canoga-park-senior-high,,True,False, 90.0
355,355,LAUSD,6850-canoga-park-senior-high,6850 Topanga Cyn Blvd,818-673-1363,Canoga Park Senior High Eng & Evn/Vet Science Magnet,"[('6850 canoga park senior high', 90.0, '6850-canoga-park-senior-high')]",1500,Canoga Park Senior High(LAUSD),Los Angeles Unified,6850 Topanga Canyon Blvd.,Canoga Park Senior High(LAUSD),6850-canoga-park-senior-high,,True,False, 90.0
356,356,LAUSD,17950-cantara-street-elementary,17950 Cantara St,818-342-5191,Cantara Street Elementary,"[('17950 cantara street elementary', 100.0, '17950-cantara-street-elementary')]",1501,Cantara Street Elementary(LAUSD),Los Angeles Unified,17950 Cantara St.,Cantara Street Elementary(LAUSD),17950-cantara-street-elementary,,True,False, 100.0
357,357,LAUSD,17950-cantara-street-elementary,17950 Cantara St,818-342-5191,Cantara Street Elementary Visual/Performing Arts Magnet,"[('17950 cantara street elementary', 90.0, '17950-cantara-street-elementary')]",1501,Cantara Street Elementary(LAUSD),Los Angeles Unified,17950 Cantara St.,Cantara Street Elementary(LAUSD),17950-cantara-street-elementary,,True,False, 90.0
358,358,LAUSD,13670-canterbury-avenue-elementary,13670 Montague St,818-892-1104,Canterbury Avenue Elementary,"[('13670 canterbury avenue elementary', 100.0, '13670-canterbury-avenue-elementary')]",1502,Canterbury Avenue Elementary(LAUSD),Los Angeles Unified,13670 Montague St.,Canterbury Avenue Elementary(LAUSD),13670-canterbury-avenue-elementary,,True,False, 100.0
359,359,LAUSD,13670-canterbury-avenue-elementary,13670 Montague St,818-892-1104,Canterbury Avenue Elementary Gifted Magnet,"[('13670 canterbury avenue elementary', 95.0, '13670-canterbury-avenue-elementary')]",1502,Canterbury Avenue Elementary(LAUSD),Los Angeles Unified,13670 Montague St.,Canterbury Avenue Elementary(LAUSD),13670-canterbury-avenue-elementary,,True,False, 95.0
360,360,LAUSD,421-canyon-charter-elementary,421 Entrada Dr,310-454-7510,Canyon Charter Elementary,"[('421 canyon charter elementary', 100.0, '421-canyon-charter-elementary')]",1888,Canyon Charter Elementary(LAUSD),Los Angeles Unified,421 Entrada Dr.,Canyon Charter Elementary(LAUSD),421-canyon-charter-elementary,,True,False, 100.0
361,361,LAUSD,8118-capistrano-avenue-elementary,8118 Capistrano Ave,818-883-8981,Capistrano Avenue Elementary,"[('8118 capistrano avenue elementary', 100.0, '8118-capistrano-avenue-elementary')]",1889,Capistrano Avenue Elementary(LAUSD),Los Angeles Unified,8118 Capistrano Ave.,Capistrano Avenue Elementary(LAUSD),8118-capistrano-avenue-elementary,,True,False, 100.0
362,362,LAUSD,9301-carlos-santana-arts-academy,9301 Columbus Ave,818-920-4060,Carlos Santana Arts Academy,"[('9301 carlos santana arts academy', 100.0, '9301-carlos-santana-arts-academy')]",1890,Carlos Santana Arts Academy(LAUSD),Los Angeles Unified,9301 Columbus Ave.,Carlos Santana Arts Academy(LAUSD),9301-carlos-santana-arts-academy,,True,False, 100.0
363,363,LAUSD,9301-carlos-santana-arts-academy,9301 Columbus Ave,818-920-4060,Carlos Santana Arts Academy DL Two-Way Im Spanish,"[('9301 carlos santana arts academy', 90.0, '9301-carlos-santana-arts-academy')]",1890,Carlos Santana Arts Academy(LAUSD),Los Angeles Unified,9301 Columbus Ave.,Carlos Santana Arts Academy(LAUSD),9301-carlos-santana-arts-academy,,True,False, 90.0
364,364,LAUSD,2750-garza-(carmen-lomas)-primary-center,2750 E Hostetter St,323-981-0270,Carmen Lomas Garza Primary Center,"[('2750 garza  carmen lomas  primary center', 95.0, '2750-garza-(carmen-lomas)-primary-center')]",1987,Garza (Carmen Lomas) Primary Center(LAUSD),Los Angeles Unified,2750 East Hostetter St.,Garza (Carmen Lomas) Primary Center(LAUSD),2750-garza-(carmen-lomas)-primary-center,,True,False, 95.0
365,365,LAUSD,22424-caroldale-learning-community,22424 Caroldale Ave,310-320-8570,Caroldale Learning Community,"[('22424 caroldale learning community', 100.0, '22424-caroldale-learning-community')]",1891,Caroldale Learning Community(LAUSD),Los Angeles Unified,22424 Caroldale Ave.,Caroldale Learning Community(LAUSD),22424-caroldale-learning-community,,True,False, 100.0
366,366,LAUSD,3909-carpenter-community-charter,3909 Carpenter Ave,818-761-4363,Carpenter Community Charter,"[('3909 carpenter community charter', 100.0, '3909-carpenter-community-charter')]",1893,Carpenter Community Charter(LAUSD),Los Angeles Unified,3909 Carpenter Ave.,Carpenter Community Charter(LAUSD),3909-carpenter-community-charter,,True,False, 100.0
367,367,LAUSD,22328-carson-senior-high,22328 S Main St,310-847-6000,Carson Senior High,"[('22328 carson senior high', 100.0, '22328-carson-senior-high')]",1895,Carson Senior High(LAUSD),Los Angeles Unified,22328 South Main St.,Carson Senior High(LAUSD),22328-carson-senior-high,,True,False, 100.0
368,368,LAUSD,22328-carson-senior-high,22328 S Main St,310-847-1455,Carson Senior High - Academy of Education and Empowerment,"[('22328 carson senior high', 90.0, '22328-carson-senior-high')]",1895,Carson Senior High(LAUSD),Los Angeles Unified,22328 South Main St.,Carson Senior High(LAUSD),22328-carson-senior-high,,True,False, 90.0
369,369,LAUSD,22328-academy-of-medical-arts-at-carson-high,22328 S Main St,310-847-1465,Carson Senior High - Academy of Medical Arts,"[('22328 academy of medical arts at carson high', 91.6470588235294, '22328-academy-of-medical-arts-at-carson-high')]",1209,Academy of Medical Arts at Carson High(LAUSD),Los Angeles Unified,22328 South Main St.,Academy of Medical Arts at Carson High(LAUSD),22328-academy-of-medical-arts-at-carson-high,,True,False, 91.6470588235294
370,370,LAUSD,22328-carson-senior-high,22328 S Main St,310-537-1980,Carson Senior High Musical Ent/Digital Art Magnet,"[('22328 carson senior high', 90.0, '22328-carson-senior-high')]",1895,Carson Senior High(LAUSD),Los Angeles Unified,22328 South Main St.,Carson Senior High(LAUSD),22328-carson-senior-high,,True,False, 90.0
371,371,LAUSD,161-carson-street-elementary,161 E Carson St,310-834-4508,Carson Street Elementary,"[('161 carson street elementary', 100.0, '161-carson-street-elementary')]",1896,Carson Street Elementary(LAUSD),Los Angeles Unified,161 East Carson St.,Carson Street Elementary(LAUSD),161-carson-street-elementary,,True,False, 100.0
372,372,LAUSD,3200-carson-gore-academy-of-enviornmental-studies,3200 W Washington Blvd,323-766-5500,Carson-Gore Academy of Environmental Studies,"[('3200 carson gore academy of enviornmental studies', 97.95918367346938, '3200-carson-gore-academy-of-enviornmental-studies')]",1897,Carson-Gore Academy of Enviornmental Studies(LAUSD),Los Angeles Unified,3200 West Washington Blvd.,Carson-Gore Academy of Enviornmental Studies(LAUSD),3200-carson-gore-academy-of-enviornmental-studies,,True,False, 97.95918367346938
373,373,LAUSD,,3200 W Washington Bl,323-766-5500,Carson-Gore Elementary DL Two-Way Im Spanish,[],0,Carson-Gore Elementary DL Two-Way Im Spanish (LAUSD),,,,,LAUSD,True,False,
374,374,LAUSD,6351-carthay-elementary-of-environmental-studies-magnet,6351 W Olympic Blvd,323-935-8173,Carthay Elementary of Environmental Studies Magnet,"[('6351 carthay elementary of environmental studies magnet', 100.0, '6351-carthay-elementary-of-environmental-studies-magnet')]",1928,Carthay Elementary Of Environmental Studies Magnet(LAUSD),Los Angeles Unified,6351 West Olympic Blvd.,Carthay Elementary Of Environmental Studies Magnet(LAUSD),6351-carthay-elementary-of-environmental-studies-magnet,,True,False, 100.0
375,375,LAUSD,840-castelar-street-elementary,840 Yale St,213-626-3674,Castelar Street Elementary,"[('840 castelar street elementary', 100.0, '840-castelar-street-elementary')]",1930,Castelar Street Elementary(LAUSD),Los Angeles Unified,840 Yale St.,Castelar Street Elementary(LAUSD),840-castelar-street-elementary,,True,False, 100.0
376,376,LAUSD,840-castelar-street-elementary,840 Yale St,213-626-3674,Castelar Street Elementary DL Two-Way Im Mandarin,"[('840 castelar street elementary', 90.0, '840-castelar-street-elementary')]",1930,Castelar Street Elementary(LAUSD),Los Angeles Unified,840 Yale St.,Castelar Street Elementary(LAUSD),840-castelar-street-elementary,,True,False, 90.0
377,377,LAUSD,9755-castle-heights-elementary,9755 Cattaraugus Ave,310-839-4528,Castle Heights Elementary,"[('9755 castle heights elementary', 100.0, '9755-castle-heights-elementary')]",1931,Castle Heights Elementary(LAUSD),Los Angeles Unified,9755 Cattaraugus Ave.,Castle Heights Elementary(LAUSD),9755-castle-heights-elementary,,True,False, 100.0
378,378,LAUSD,9755-castle-heights-elementary,9755 Cattaraugus Ave,310-839-4528,Castle Heights Elementary World Lang Im Spanish,"[('9755 castle heights elementary', 90.0, '9755-castle-heights-elementary')]",1931,Castle Heights Elementary(LAUSD),Los Angeles Unified,9755 Cattaraugus Ave.,Castle Heights Elementary(LAUSD),9755-castle-heights-elementary,,True,False, 90.0
379,379,LAUSD,19010-castlebay-lane-charter,19010 Castlebay Ln,818-360-1908,Castlebay Lane Charter,"[('19010 castlebay lane charter', 100.0, '19010-castlebay-lane-charter')]",1932,Castlebay Lane Charter(LAUSD),Los Angeles Unified,19010 Castlebay Ln.,Castlebay Lane Charter(LAUSD),19010-castlebay-lane-charter,,True,False, 100.0
380,380,LAUSD,23536-catskill-avenue-elementary,23536 Catskill Ave,310-834-7241,Catskill Avenue Elementary,"[('23536 catskill avenue elementary', 100.0, '23536-catskill-avenue-elementary')]",2289,Catskill Avenue Elementary(LAUSD),Los Angeles Unified,23536 Catskill Ave.,Catskill Avenue Elementary(LAUSD),23536-catskill-avenue-elementary,,True,False, 100.0
381,381,LAUSD,23536-catskill-avenue-elementary,23536 Catskill Ave,310-834-7241,Catskill Avenue Elementary DL Two-Way Im Spanish,"[('23536 catskill avenue elementary', 90.0, '23536-catskill-avenue-elementary')]",2289,Catskill Avenue Elementary(LAUSD),Los Angeles Unified,23536 Catskill Ave.,Catskill Avenue Elementary(LAUSD),23536-catskill-avenue-elementary,,True,False, 90.0
382,382,LAUSD,716-central-continuation-high,716 E 14th St,213-745-1901,Central Continuation High,"[('716 central continuation high', 100.0, '716-central-continuation-high')]",2294,Central Continuation High(LAUSD),Los Angeles Unified,716 East 14th St.,Central Continuation High(LAUSD),716-central-continuation-high,,True,False, 100.0
383,383,LAUSD,10935-century-park-elementary,10935 S Spinning Ave,323-757-8231,Century Park Elementary,"[('10935 century park elementary', 100.0, '10935-century-park-elementary')]",2295,Century Park Elementary(LAUSD),Los Angeles Unified,10935 South Spinning Ave.,Century Park Elementary(LAUSD),10935-century-park-elementary,,True,False, 100.0
384,384,LAUSD,,5243 Oakland St,323-276-1440,Cesar Chavez Elementary School,[],0,Cesar Chavez Elementary School (LAUSD),,,,,LAUSD,True,False,
385,385,LAUSD,1001-cesar-e-chavez-learning-academy---academy-of-sci-exploration,1001 Arroyo Ave,818-838-3926,Cesar E Chavez Learning Academy - Academy of Sci Exploration,"[('1001 cesar e chavez learning academy   academy of sci exploration', 100.0, '1001-cesar-e-chavez-learning-academy---academy-of-sci-exploration')]",2120,Cesar E Chavez Learning Academy - Academy of Sci Exploration(LAUSD),Los Angeles Unified,1001 Arroyo Ave,Cesar E Chavez Learning Academy - Academy of Sci Exploration(LAUSD),1001-cesar-e-chavez-learning-academy---academy-of-sci-exploration,,True,False, 100.0
386,386,LAUSD,1001-cesar-e-chavez-learning-academy---arts/theatre/entertain-mag,1001 Arroyo Ave,818-837-6428,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag,"[('1001 cesar e chavez learning academy   arts theatre entertain mag', 100.0, '1001-cesar-e-chavez-learning-academy---arts/theatre/entertain-mag')]",1737,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag(LAUSD),Los Angeles Unified,1001 Arroyo Ave,Cesar E Chavez Learning Academy - Arts/Theatre/Entertain Mag(LAUSD),1001-cesar-e-chavez-learning-academy---arts/theatre/entertain-mag,,True,False, 100.0
387,387,LAUSD,1001-cesar-e-chavez-learning-academy---social-jst-humanitas-acad,1001 Arroyo Ave,818-838-3915,Cesar E Chavez Learning Academy - Social Jst Humanitas Acad,"[('1001 cesar e chavez learning academy   social jst humanitas acad', 100.0, '1001-cesar-e-chavez-learning-academy---social-jst-humanitas-acad')]",1303,Cesar E Chavez Learning Academy - Social Jst Humanitas Acad(LAUSD),Los Angeles Unified,1001 Arroyo Ave,Cesar E Chavez Learning Academy - Social Jst Humanitas Acad(LAUSD),1001-cesar-e-chavez-learning-academy---social-jst-humanitas-acad,,True,False, 100.0
388,388,LAUSD,1001-cesar-e-chavez-learning-academy---technology-preparatory-aca,1001 Arroyo Ave,818-838-3946,Cesar E Chavez Learning Academy - Technology Preparatory Aca,"[('1001 cesar e chavez learning academy   technology preparatory aca', 100.0, '1001-cesar-e-chavez-learning-academy---technology-preparatory-aca')]",2288,Cesar E Chavez Learning Academy - Technology Preparatory Aca(LAUSD),Los Angeles Unified,1001 Arroyo Ave,Cesar E Chavez Learning Academy - Technology Preparatory Aca(LAUSD),1001-cesar-e-chavez-learning-academy---technology-preparatory-aca,,True,False, 100.0
389,389,LAUSD,14030-chandler-elementary,14030 Weddington St,818-789-6173,Chandler Elementary,"[('14030 chandler elementary', 100.0, '14030-chandler-elementary')]",2154,Chandler Elementary(LAUSD),Los Angeles Unified,14030 Weddington St.,Chandler Elementary(LAUSD),14030-chandler-elementary,,True,False, 100.0
390,390,LAUSD,1947-chapman-elementary,1947 Marine Ave,310-324-2275,Chapman Elementary,"[('1947 chapman elementary', 100.0, '1947-chapman-elementary')]",2155,Chapman Elementary(LAUSD),Los Angeles Unified,1947 Marine Ave.,Chapman Elementary(LAUSD),1947-chapman-elementary,,True,False, 100.0
