,district,name,address,city,phone,email,original_name
523,LAUSD,ernest-lawrence-middle-school-pioneering-science-magnet-10100-variel-ave-lausd,10100 Variel Ave,Chatsworth,818-678-7900,,Ernest Lawrence Middle School Pioneering Science Magnet
524,LAUSD,ernest-p-willenberg-special-education-center-308-weymouth-ave-lausd,308 Weymouth Ave,San Pedro,310-548-1371,No Data,Ernest P Willenberg Special Education Center
525,LAUSD,erwin-elementary-13400-erwin-st-lausd,13400 Erwin St,Van Nuys,818-988-6292,No Data,Erwin Elementary
526,LAUSD,eshelman-avenue-elementary-25902-eshelman-ave-lausd,25902 Eshelman Ave,Lomita,310-326-1576,No Data,Eshelman Avenue Elementary
527,LAUSD,esperanza-elementary-680-little-st-lausd,680 Little St,Los Angeles,213-484-0326,No Data,Esperanza Elementary
528,LAUSD,esteban-torres-hs---east-los-angeles-performing-arts-magnet-4211-dozier-st-lausd,4211 Dozier St,Los Angeles,323-265-6725,No Data,Esteban Torres HS - East Los Angeles Performing Arts Magnet
529,LAUSD,esteban-torres-hs---east-los-angeles-renaissance-academy-4211-dozier-st-lausd,4211 Dozier St,Los Angeles,323-265-6760,No Data,Esteban Torres HS - East Los Angeles Renaissance Academy
530,LAUSD,esteban-torres-hs---engineer-&-technology-academy-4211-dozier-st-lausd,4211 Dozier St,Los Angeles,323-265-6795,,Esteban Torres HS - Engineer & Technology Academy
531,LAUSD,esteban-torres-hs---humanitas-academy-of-art-&-technology-4211-dozier-st-lausd,4211 Dozier St,Los Angeles,323-265-6830,No Data,Esteban Torres HS - Humanitas Academy of Art & Technology
532,LAUSD,esteban-torres-hs---social-justice-leadership-acad-magnet-4211-dozier-st-lausd,4211 Dozier St,Los Angeles,323-265-6865,No Data,Esteban Torres HS - Social Justice Leadership Acad Magnet
533,LAUSD,estrella-elementary-120-e-57th-st-lausd,120 E 57th St,Los Angeles,323-846-4860,No Data,Estrella Elementary
534,LAUSD,euclid-avenue-elementary-806-euclid-ave-lausd,806 Euclid Ave,Los Angeles,323-263-6792,No Data,Euclid Avenue Elementary
535,LAUSD,euclid-avenue-elementary-dl-two-way-im-spanish-806-euclid-ave-lausd,806 Euclid Ave,Los Angeles,323-263-6792,No Data,Euclid Avenue Elementary DL Two-Way Im Spanish
536,LAUSD,euclid-avenue-elementary-gifted/steam-magnet-806-euclid-ave-lausd,806 Euclid Ave,Los Angeles,323-263-6792,No Data,Euclid Avenue Elementary Gifted/STEAM Magnet
537,LAUSD,evergreen-avenue-elementary-2730-ganahl-st-lausd,2730 Ganahl St,Los Angeles,323-269-0415,No Data,Evergreen Avenue Elementary
538,LAUSD,evergreen-continuation-high-13101-dronfield-ave-lausd,13101 Dronfield Ave,Sylmar,818-367-5989,No Data,Evergreen Continuation High
539,LAUSD,fair-avenue-elementary-6501-fair-ave-lausd,6501 Fair Ave,North Hollywood,818-761-5444,No Data,Fair Avenue Elementary
540,LAUSD,fairburn-avenue-elementary-1403-fairburn-ave-lausd,1403 Fairburn Ave,Los Angeles,310-470-1344,No Data,Fairburn Avenue Elementary
541,LAUSD,fairfax-senior-high-7850-melrose-ave-lausd,7850 Melrose Ave,Los Angeles,323-370-1200,No Data,Fairfax Senior High
542,LAUSD,fairfax-senior-high-police-academy-magnet-7850-melrose-ave-lausd,7850 Melrose Ave,Los Angeles,323-370-1230,No Data,Fairfax Senior High Police Academy Magnet
543,LAUSD,fairfax-senior-high-visual-arts-magnet-7850-melrose-ave-lausd,7850 Melrose Ave,Los Angeles,323-370-1230,No Data,Fairfax Senior High Visual Arts Magnet
544,LAUSD,farmdale-elementary-2660-ruth-swiggett-dr-lausd,2660 Ruth Swiggett Dr,Los Angeles,323-222-6659,No Data,Farmdale Elementary
545,LAUSD,farmdale-elementary-dl-two-way-im-spanish-2660-ruth-swiggett-dr-lausd,2660 Ruth Swiggett Dr,Los Angeles,323-222-6659,No Data,Farmdale Elementary DL Two-Way Im Spanish
546,LAUSD,felicitas-and-gonzalo-mendez-senior-high-1200-plaza-del-sol-lausd,1200 Plaza Del Sol,Los Angeles,323-981-5400,No Data,Felicitas And Gonzalo Mendez Senior High
547,LAUSD,fernangeles-dl-one-&-two-way-im-spanish-12001-art-st-lausd,12001 Art St,Sun Valley,818-767-0380,,Fernangeles DL One & Two-Way Im Spanish
548,LAUSD,fernangeles-elementary-12001-art-st-lausd,12001 Art St,Sun Valley,818-767-0380,No Data,Fernangeles Elementary
549,LAUSD,figueroa-street-elementary-510-w-111th-st-lausd,510 W 111th St,Los Angeles,323-756-9268,No Data,Figueroa Street Elementary
550,LAUSD,fishburn-avenue-elementary-5701-fishburn-ave-lausd,5701 Fishburn Ave,Maywood,323-560-0878,No Data,Fishburn Avenue Elementary
551,LAUSD,fishburn-avenue-elementary-dl-two-way-im-spanish-5701-fishburn-ave-lausd,5701 Fishburn Ave,Maywood,323-560-0878,No Data,Fishburn Avenue Elementary DL Two-Way Im Spanish
552,LAUSD,fletcher-drive-elementary-3350-fletcher-dr-lausd,3350 Fletcher Dr,Los Angeles,323-254-5246,No Data,Fletcher Drive Elementary
553,LAUSD,fletcher-drive-elementary-steam-magnet-3350-fletcher-dr-lausd,3350 Fletcher Dr,Los Angeles,323-254-5246,No Data,Fletcher Drive Elementary STEAM Magnet
554,LAUSD,florence-avenue-elementary-7211-bell-ave-lausd,7211 Bell Ave,Los Angeles,323-582-0758,No Data,Florence Avenue Elementary
555,LAUSD,florence-avenue-elementary-dl-two-way-im-spanish-7211-bell-ave-lausd,7211 Bell Ave,Los Angeles,323-582-0758,No Data,Florence Avenue Elementary DL Two-Way Im Spanish
556,LAUSD,florence-griffith-joyner-elem-visual/perf-arts-magnet-1963-e-103rd-st-lausd,1963 E 103rd St,Los Angeles,323-569-8141,,Florence Griffith Joyner Elem Visual/Perf Arts Magnet
557,LAUSD,florence-griffith-joyner-elementary-1963-e-103rd-st-lausd,1963 E 103rd St,Los Angeles,323-569-8141,No Data,Florence Griffith Joyner Elementary
558,LAUSD,florence-nightingale-middle-med/hea/kinesiology-magnet-3311-n-figueroa-st-lausd,3311 N Figueroa St,Los Angeles,323-224-4800,No Data,Florence Nightingale Middle Med/Hea/Kinesiology Magnet
559,LAUSD,florence-nightingale-middle-school-3311-n-figueroa-st-lausd,3311 N Figueroa St,Los Angeles,323-224-4800,No Data,Florence Nightingale Middle School
560,LAUSD,florence-nightingale-middle-school-bus-entrprshp-tech-magnet-3311-n-figueroa-st-lausd,3311 N Figueroa St,Los Angeles,323-224-4800,,Florence Nightingale Middle School Bus Entrprshp Tech Magnet
561,LAUSD,florence-nightingale-middle-school-gifted-stem-magnet-3311-n-figueroa-st-lausd,3311 N Figueroa St,Los Angeles,323-224-4800,No Data,Florence Nightingale Middle School Gifted STEM Magnet
562,LAUSD,flournoy-elementary-dl-two-way-im-spanish-1630-e-111th-st-lausd,1630 E 111th St,Los Angeles,323-564-2545,,Flournoy Elementary DL Two-Way Im Spanish
563,LAUSD,ford-boulevard-elementary-1112-s-ford-blvd-lausd,1112 S Ford Blvd,Los Angeles,323-268-8508,No Data,Ford Boulevard Elementary
564,LAUSD,ford-boulevard-elementary-dl-two-way-im-spanish-1112-s-ford-blvd-lausd,1112 S Ford Blvd,Los Angeles,323-268-8508,No Data,Ford Boulevard Elementary DL Two-Way Im Spanish
565,LAUSD,foshay-learning-center-3751-s-harvard-blvd-lausd,3751 S Harvard Blvd,Los Angeles,323-373-2700,No Data,Foshay Learning Center
566,LAUSD,francisco-bravo-senior-high-medical-magnet-1200-n-cornwell-st-lausd,1200 N Cornwell St,Los Angeles,323-227-4400,No Data,Francisco Bravo Senior High Medical Magnet
567,LAUSD,francisco-sepulveda-middle-kine/sports-medicine-magnet-15330-plummer-st-lausd,15330 Plummer St,North Hills,818-920-2130,,Francisco Sepulveda Middle Kine/Sports Medicine Magnet
568,LAUSD,francisco-sepulveda-middle-school-15330-plummer-st-lausd,15330 Plummer St,North Hills,818-920-2130,No Data,Francisco Sepulveda Middle School
569,LAUSD,francisco-sepulveda-middle-school-gifted-magnet-15330-plummer-st-lausd,15330 Plummer St,North Hills,818-920-2842,No Data,Francisco Sepulveda Middle School Gifted Magnet
570,LAUSD,frank-del-olmo-elementary-100-n-new-hampshire-ave-lausd,100 N New Hampshire Ave,Los Angeles,213-427-7200,No Data,Frank Del Olmo Elementary
571,LAUSD,franklin-avenue-elementary-1910-n-commonwealth-ave-lausd,1910 N Commonwealth Ave,Los Angeles,323-663-0320,No Data,Franklin Avenue Elementary
572,LAUSD,frida-kahlo-continuation-high-1924-s-los-angeles-st-lausd,1924 S Los Angeles St,Los Angeles,213-763-1090,No Data,Frida Kahlo Continuation High
573,LAUSD,fries-avenue-elementary-1301-fries-ave-lausd,1301 Fries Ave,Wilmington,310-834-6431,No Data,Fries Avenue Elementary
574,LAUSD,fullbright-avenue-elementary-6940-fullbright-ave-lausd,6940 Fullbright Ave,Winnetka,818-340-6677,No Data,Fullbright Avenue Elementary
575,LAUSD,fullbright-avenue-elementary-dl-two-way-im-spanish-6940-fullbright-av-lausd,6940 Fullbright Av,Winnetka,818-340-6677,No Data,Fullbright Avenue Elementary DL Two-Way Im Spanish
576,LAUSD,garden-grove-elementary-18141-valerio-st-lausd,18141 Valerio St,Reseda,818-343-4762,No Data,Garden Grove Elementary
577,LAUSD,gardena-elementary-647-w-gardena-blvd-lausd,647 W Gardena Blvd,Gardena,310-324-6967,No Data,Gardena Elementary
578,LAUSD,gardena-elementary-dl-two-way-im-spanish-647-w-gardena-blvd-lausd,647 W Gardena Blvd,Gardena,310-324-6967,No Data,Gardena Elementary DL Two-Way Im Spanish
579,LAUSD,gardena-senior-high-1301-w-182nd-st-lausd,1301 W 182nd St,Gardena,310-354-5000,No Data,Gardena Senior High
580,LAUSD,gardena-senior-high-global-business-magnet-1301-w-182nd-st-lausd,1301 W 182nd St,Gardena,310-354-5000,No Data,Gardena Senior High Global Business Magnet
581,LAUSD,gardena-senior-high-law/public-service-magnet-1301-w-182nd-st-lausd,1301 W 182nd St,Gardena,310-354-5000,,Gardena Senior High Law/Public Service Magnet
582,LAUSD,gardner-street-elementary-7450-hawthorn-ave-lausd,7450 Hawthorn Ave,Los Angeles,323-876-4710,No Data,Gardner Street Elementary
583,LAUSD,garvanza-elementary-technology/leadership-magnet-317-n-avenue-62-lausd,317 N Avenue 62,Los Angeles,323-254-7328,,Garvanza Elementary Technology/Leadership Magnet
584,LAUSD,gaspar-de-portola-charter-middle-18720-linnet-st-lausd,18720 Linnet St,Tarzana,818-654-3300,No Data,Gaspar de Portola Charter Middle
585,LAUSD,gaspar-de-portola-charter-middle-highly-gifted-magnet-18720-linnet-st-lausd,18720 Linnet St,Tarzana,818-654-3300,No Data,Gaspar de Portola Charter Middle Highly Gifted Magnet
586,LAUSD,gaspar-de-portola-cm---academy-of-integrated-arts-&-tech-18720-linnet-st-lausd,18720 Linnet St,Tarzana,818-654-3300,,Gaspar de Portola CM - Academy of Integrated Arts & Tech
587,LAUSD,gates-street-elementary-3333-manitou-ave-lausd,3333 Manitou Ave,Los Angeles,323-225-9574,No Data,Gates Street Elementary
588,LAUSD,gates-street-elementary-dl-two-way-im-mandarin-3333-manitou-ave-lausd,3333 Manitou Ave,Los Angeles,323-225-9571,,Gates Street Elementary DL Two-Way Im Mandarin
589,LAUSD,gates-street-elementary-dl-two-way-im-spanish-3333-manitou-ave-lausd,3333 Manitou Ave,Los Angeles,323-225-9574,No Data,Gates Street Elementary DL Two-Way Im Spanish
590,LAUSD,gault-street-elementary-17000-gault-st-lausd,17000 Gault St,Lake Balboa,818-343-1933,No Data,Gault Street Elementary
591,LAUSD,george-de-la-torre-jr-elementary-500-n-island-ave-lausd,500 N Island Ave,Wilmington,310-847-1400,No Data,George de la Torre Jr Elementary
592,LAUSD,george-de-la-torre-jr-elementary-steam-magnet-500-n-island-ave-lausd,500 N Island Ave,Wilmington,310-847-1400,No Data,George De la Torre Jr Elementary STEAM Magnet
593,LAUSD,george-ellery-hale-charter-academy-23830-califa-st-lausd,23830 Califa St,Woodland Hills,818-313-7400,No Data,George Ellery Hale Charter Academy
594,LAUSD,george-ellery-hale-charter-academy-gifted-steam-magnet-23830-califa-st-lausd,23830 Califa St,Woodland Hills,818-313-7400,No Data,George Ellery Hale Charter Academy Gifted STEAM Magnet
595,LAUSD,george-ellery-hale-charter-academy-vapa-magnet-23830-califa-st-lausd,23830 Califa St,Woodland Hills,818-313-7400,No Data,George Ellery Hale Charter Academy VAPA Magnet
596,LAUSD,george-k-porter-middle-school-15960-kingsbury-st-lausd,15960 Kingsbury St,Granada Hills,818-920-2050,No Data,George K Porter Middle School
597,LAUSD,george-k-porter-middle-school-gifted-magnet-15960-kingsbury-st-lausd,15960 Kingsbury St,Granada Hills,818-920-2750,No Data,George K Porter Middle School Gifted Magnet
598,LAUSD,george-s-patton-continuation-high-24514-s-western-ave-lausd,24514 S Western Ave,Harbor City,310-257-4740,No Data,George S Patton Continuation High
599,LAUSD,george-washington-carver-middle-school-4410-mc-kinley-ave-lausd,4410 Mc Kinley Ave,Los Angeles,323-846-2900,No Data,George Washington Carver Middle School
600,LAUSD,george-washington-preparatory-senior-high-10860-s-denker-ave-lausd,10860 S Denker Ave,Los Angeles,323-418-4000,No Data,George Washington Preparatory Senior High
601,LAUSD,george-washington-preparatory-senior-high-steam-magnet-10860-s-denker-ave-lausd,10860 S Denker Ave,Los Angeles,323-820-6230,No Data,George Washington Preparatory Senior High STEAM Magnet
602,LAUSD,gerald-a-lawson-academy-of-the-arts-math-science-elementary-929-w-69th-st-lausd,929 W 69th St,Los Angeles,323-565-3650,,Gerald A Lawson Academy of the Arts Math Science Elementary
603,LAUSD,germain-academy-for-academic-achievement-20730-germain-st-lausd,20730 Germain St,Chatsworth,818-341-5821,No Data,Germain Academy for Academic Achievement
604,LAUSD,gil-garcetti-learning-academy-612-w-68th-st-lausd,612 W 68th St,Los Angeles,323-753-2133,No Data,Gil Garcetti Learning Academy
605,LAUSD,"girls-academic-leadership,-dr-michelle-king-school-for-stem-1067-west-blvd-lausd",1067 West Blvd,Los Angeles,323-900-4533,No Data,"Girls Academic Leadership, Dr Michelle King School for STEM"
606,LAUSD,glassell-park-elementary-steam-magnet-2211-w-avenue-30-lausd,2211 W Avenue 30,Los Angeles,323-223-2277,,Glassell Park Elementary STEAM Magnet
607,LAUSD,gledhill-street-elementary-16030-gledhill-st-lausd,16030 Gledhill St,North Hills,818-894-1151,No Data,Gledhill Street Elementary
608,LAUSD,gledhill-street-elementary-science/tech/math-magnet-16030-gledhill-st-lausd,16030 Gledhill St,North Hills,818-894-1151,No Data,Gledhill Street Elementary Science/Tech/Math Magnet
609,LAUSD,glen-alta-elementary-3410-sierra-st-lausd,3410 Sierra St,Los Angeles,323-223-1195,No Data,Glen Alta Elementary
610,LAUSD,glenfeliz-boulevard-elementary-3955-glenfeliz-blvd-lausd,3955 Glenfeliz Blvd,Los Angeles,323-666-1431,No Data,Glenfeliz Boulevard Elementary
611,LAUSD,glenn-hammond-curtiss-middle-school-1254-e-helmick-st-lausd,1254 E Helmick St,Carson,310-661-4500,No Data,Glenn Hammond Curtiss Middle School
612,LAUSD,glenn-hammond-curtiss-middle-school-steam-magnet-1254-e-helmick-st-lausd,1254 E Helmick St,Carson,310-661-4500,No Data,Glenn Hammond Curtiss Middle School STEAM Magnet
613,LAUSD,glenwood-elementary-8001-ledge-ave-lausd,8001 Ledge Ave,Sun Valley,818-767-6406,No Data,Glenwood Elementary
614,LAUSD,graham-elementary-8407-s-fir-ave-lausd,8407 S Fir Ave,Los Angeles,323-583-1263,No Data,Graham Elementary
615,LAUSD,graham-elementary-dl-two-way-im-spanish-8407-s-fir-ave-lausd,8407 S Fir Ave,Los Angeles,323-583-1263,No Data,Graham Elementary DL Two-Way Im Spanish
616,LAUSD,granada-elementary-17170-tribune-st-lausd,17170 Tribune St,Granada Hills,818-363-3188,No Data,Granada Elementary
617,LAUSD,grand-view-boulevard-elementary-3951-grand-view-blvd-lausd,3951 Grand View Blvd,Los Angeles,310-390-3618,No Data,Grand View Boulevard Elementary
618,LAUSD,grand-view-boulevard-elementary-dl-two-way-im-spanish-3951-grand-view-blvd-lausd,3951 Grand View Blvd,Los Angeles,310-390-3618,No Data,Grand View Boulevard Elementary DL Two-Way Im Spanish
619,LAUSD,grant-elementary-1530-n-wilton-pl-lausd,1530 N Wilton Pl,Los Angeles,323-469-4046,No Data,Grant Elementary
620,LAUSD,grant-elementary-dl-two-way-im-armenian-1530-n-wilton-pl-lausd,1530 N Wilton Pl,Los Angeles,323-469-4046,No Data,Grant Elementary DL Two-Way Im Armenian
621,LAUSD,grape-street-elementary-1940-e-111th-st-lausd,1940 E 111th St,Los Angeles,323-564-5941,No Data,Grape Street Elementary
622,LAUSD,gratts-la-for-ys-dl-one-way-im-spanish-309-lucas-ave-lausd,309 Lucas Ave,Los Angeles,213-250-2932,,Gratts LA For YS DL One-Way Im Spanish
623,LAUSD,gratts-learning-academy-for-young-scholars-(glays)-309-lucas-ave-lausd,309 Lucas Ave,Los Angeles,213-250-2932,No Data,Gratts Learning Academy for Young Scholars (GLAYS)
624,LAUSD,gridley-street-elementary-1907-8th-st-lausd,1907 8th St,San Fernando,818-361-1243,No Data,Gridley Street Elementary
625,LAUSD,gridley-street-elementary-dl-two-way-im-spanish-1907-8th-st-lausd,1907 8th St,San Fernando,818-361-1243,No Data,Gridley Street Elementary DL Two-Way Im Spanish
626,LAUSD,griffin-avenue-elementary-2025-griffin-ave-lausd,2025 Griffin Ave,Los Angeles,323-222-8131,No Data,Griffin Avenue Elementary
627,LAUSD,griffith-middle-school-steam-magnet-4765-e-4th-st-lausd,4765 E 4th St,Los Angeles,323-266-7400,,Griffith Middle School STEAM Magnet
628,LAUSD,grover-cleveland-charter-high-school-8140-vanalden-ave-lausd,8140 Vanalden Ave,Reseda,818-885-2300,No Data,Grover Cleveland Charter High School
629,LAUSD,grover-cleveland-charter-high-school-gms-magnet-8140-vanalden-ave-lausd,8140 Vanalden Ave,Reseda,818-885-2300,No Data,Grover Cleveland Charter High School GMS Magnet
630,LAUSD,grover-cleveland-charter-high-school-humanities-magnet-8140-vanalden-ave-lausd,8140 Vanalden Ave,Reseda,818-885-2300,No Data,Grover Cleveland Charter High School Humanities Magnet
631,LAUSD,gulf-avenue-elementary-828-w-l-st-lausd,828 W L St,Wilmington,310-835-3157,No Data,Gulf Avenue Elementary
632,LAUSD,gulf-avenue-elementary-steam-magnet-828-w-l-st-lausd,828 W L St,Wilmington,310-835-3157,No Data,Gulf Avenue Elementary STEAM Magnet
633,LAUSD,haddon-ave-elementary-steam-magnet-10115-haddon-ave-lausd,10115 Haddon Ave,Pacoima,818-899-0244,,Haddon Ave Elementary STEAM Magnet
634,LAUSD,haddon-avenue-elementary-10115-haddon-ave-lausd,10115 Haddon Ave,Pacoima,818-899-0244,No Data,Haddon Avenue Elementary
635,LAUSD,halldale-elementary-21514-halldale-ave-lausd,21514 Halldale Ave,Torrance,310-328-3100,No Data,Halldale Elementary
636,LAUSD,hamlin-charter-academy-22627-hamlin-st-lausd,22627 Hamlin St,West Hills,818-348-4741,No Data,Hamlin Charter Academy
637,LAUSD,hancock-park-elementary-408-s-fairfax-ave-lausd,408 S Fairfax Ave,Los Angeles,323-935-5272,No Data,Hancock Park Elementary
638,LAUSD,harbor-city-elementary-1508-w-254th-st-lausd,1508 W 254th St,Harbor City,310-326-5075,No Data,Harbor City Elementary
639,LAUSD,harding-street-elementary-13060-harding-st-lausd,13060 Harding St,Sylmar,818-365-9237,No Data,Harding Street Elementary
640,LAUSD,harmony-elementary-dl-two-way-im-spanish-899-e-42nd-pl-lausd,899 E 42nd Pl,Los Angeles,323-238-0791,,Harmony Elementary DL Two-Way Im Spanish
641,LAUSD,harmony-elementary-school-899-e-42nd-pl-lausd,899 E 42nd Pl,Los Angeles,323-238-0791,,Harmony Elementary School
642,LAUSD,harold-mcalister-high-school-cyesis-611-s-carondelet-st-lausd,611 S Carondelet St,Los Angeles,213-381-2823,,Harold McAlister High School CYESIS
643,LAUSD,harris-newmark-continuation-high-1575-w-2nd-st-lausd,1575 W 2nd St,Los Angeles,213-241-4480,No Data,Harris Newmark Continuation High
644,LAUSD,harrison-street-elementary-3529-city-terrace-dr-lausd,3529 City Terrace Dr,Los Angeles,323-263-9191,No Data,Harrison Street Elementary
645,LAUSD,harrison-street-elementary-dl-two-way-im-spanish-3529-city-terrace-dr-lausd,3529 City Terrace Dr,Los Angeles,323-263-9191,No Data,Harrison Street Elementary DL Two-Way Im Spanish
646,LAUSD,harry-bridges-span-school-1235-broad-ave-lausd,1235 Broad Ave,Wilmington,310-522-5400,No Data,Harry Bridges Span School
647,LAUSD,hart-street-elementary-21040-hart-st-lausd,21040 Hart St,Canoga Park,818-340-6222,No Data,Hart Street Elementary
