id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
840,840,LAUSD,7676-south-san-pedro-st-john-c-fremont-senior-high-,7676 S San Pedro St,323-565-1200,John C Fremont Senior High,7676-s-san-pedro-st-john-c-fremont-senior-high,True,"[('7676 south san pedro st john c fremont senior high', 95.83333333333334, '7676-south-san-pedro-st-john-c-fremont-senior-high-')]",1315,John C. Fremont Senior High(LAUSD),Los Angeles Unified,7676 South San Pedro St.,John C. Fremont Senior High(LAUSD),John C. Fremont Senior High,7676-south-san-pedro-st-john-c-fremont-senior-high-,7676-south-san-pedro-st-john-c-fremont-senior-high-,,False, 95.83333333333334
841,841,LAUSD,7676-south-san-pedro-st-john-c-fremont-senior-high-,7676 S San Pedro St,323-565-1200,John C Fremont Senior High STEAM Magnet,7676-s-san-pedro-st-john-c-fremont-senior-high-steam-magnet,True,"[('7676 south san pedro st john c fremont senior high', 88.93617021276596, '7676-south-san-pedro-st-john-c-fremont-senior-high-')]",1315,John C. Fremont Senior High(LAUSD),Los Angeles Unified,7676 South San Pedro St.,John C. Fremont Senior High(LAUSD),John C. Fremont Senior High,7676-south-san-pedro-st-john-c-fremont-senior-high-,7676-south-san-pedro-st-john-c-fremont-senior-high-,,False, 88.93617021276596
842,842,LAUSD,11254-gothic-ave-john-f-kennedy-high-,11254 Gothic Ave,818-271-2900,John F Kennedy Senior High,11254-gothic-ave-john-f-kennedy-senior-high,True,"[('11254 gothic ave john f kennedy high', 95.0, '11254-gothic-ave-john-f-kennedy-high-')]",1316,John F. Kennedy High(LAUSD),Los Angeles Unified,11254 Gothic Ave.,John F. Kennedy High(LAUSD),John F. Kennedy High,11254-gothic-ave-john-f-kennedy-high-,11254-gothic-ave-john-f-kennedy-high-,,False, 95.0
843,843,LAUSD,12431-roscoe-blvd-john-h-francis-polytechnic-,12431 Roscoe Blvd,818-394-3600,John H Francis Polytechnic Senior High,12431-roscoe-blvd-john-h-francis-polytechnic-senior-high,True,"[('12431 roscoe blvd john h francis polytechnic', 95.0, '12431-roscoe-blvd-john-h-francis-polytechnic-')]",1317,John H. Francis Polytechnic(LAUSD),Los Angeles Unified,12431 Roscoe Blvd.,John H. Francis Polytechnic(LAUSD),John H. Francis Polytechnic,12431-roscoe-blvd-john-h-francis-polytechnic-,12431-roscoe-blvd-john-h-francis-polytechnic-,,False, 95.0
844,844,LAUSD,12431-roscoe-blvd-john-h-francis-polytechnic-,12431 Roscoe Blvd,818-394-3600,John H Francis Polytechnic SH Sci/Tech/Math Magnet,12431-roscoe-blvd-john-h-francis-polytechnic-sh-sci/tech/math-magnet,True,"[('12431 roscoe blvd john h francis polytechnic', 90.0, '12431-roscoe-blvd-john-h-francis-polytechnic-')]",1317,John H. Francis Polytechnic(LAUSD),Los Angeles Unified,12431 Roscoe Blvd.,John H. Francis Polytechnic(LAUSD),John H. Francis Polytechnic,12431-roscoe-blvd-john-h-francis-polytechnic-,12431-roscoe-blvd-john-h-francis-polytechnic-,,False, 90.0
845,845,LAUSD,650-south-union-ave-john-h-liechty-middle-,650 S Union Ave,213-989-1200,John H Liechty Middle School,650-s-union-ave-john-h-liechty-middle-school,True,"[('650 south union ave john h liechty middle', 87.5, '650-south-union-ave-john-h-liechty-middle-')]",1318,John H. Liechty Middle(LAUSD),Los Angeles Unified,650 South Union Ave.,John H. Liechty Middle(LAUSD),John H. Liechty Middle,650-south-union-ave-john-h-liechty-middle-,650-south-union-ave-john-h-liechty-middle-,,False, 87.5
846,846,LAUSD,7840-towne-ave-john-hope-continuation-,7840 Towne Ave,323-565-1292,John Hope Continuation High,7840-towne-ave-john-hope-continuation-high,True,"[('7840 towne ave john hope continuation', 95.0, '7840-towne-ave-john-hope-continuation-')]",1319,John Hope Continuation(LAUSD),Los Angeles Unified,7840 Towne Ave.,John Hope Continuation(LAUSD),John Hope Continuation,7840-towne-ave-john-hope-continuation-,7840-towne-ave-john-hope-continuation-,,False, 95.0
847,847,LAUSD,3939-tracy-st-john-marshall-senior-high-,3939 Tracy St,323-671-1400,John Marshall Senior High,3939-tracy-st-john-marshall-senior-high,True,"[('3939 tracy st john marshall senior high', 100.0, '3939-tracy-st-john-marshall-senior-high-')]",1766,John Marshall Senior High(LAUSD),Los Angeles Unified,3939 Tracy St.,John Marshall Senior High(LAUSD),John Marshall Senior High,3939-tracy-st-john-marshall-senior-high-,3939-tracy-st-john-marshall-senior-high-,,False, 100.0
848,848,LAUSD,3939-tracy-st-john-marshall-senior-high-,3939 Tracy St,323-671-1193,John Marshall Senior High Gifted Magnet,3939-tracy-st-john-marshall-senior-high-gifted-magnet,True,"[('3939 tracy st john marshall senior high', 95.0, '3939-tracy-st-john-marshall-senior-high-')]",1766,John Marshall Senior High(LAUSD),Los Angeles Unified,3939 Tracy St.,John Marshall Senior High(LAUSD),John Marshall Senior High,3939-tracy-st-john-marshall-senior-high-,3939-tracy-st-john-marshall-senior-high-,,False, 95.0
849,849,LAUSD,5929-south-vermont-ave-john-muir-middle-,5929 S Vermont Ave,323-565-2200,John Muir Middle School,5929-s-vermont-ave-john-muir-middle-school,True,"[('5929 south vermont ave john muir middle', 87.08333333333333, '5929-south-vermont-ave-john-muir-middle-')]",1767,John Muir Middle(LAUSD),Los Angeles Unified,5929 South Vermont Ave.,John Muir Middle(LAUSD),John Muir Middle,5929-south-vermont-ave-john-muir-middle-,5929-south-vermont-ave-john-muir-middle-,,False, 87.08333333333333
850,850,LAUSD,18741-elkwood-st-john-r-wooden-high-,18741 Elkwood St,818-345-0203,John R Wooden High School,18741-elkwood-st-john-r-wooden-high-school,True,"[('18741 elkwood st john r wooden high', 95.0, '18741-elkwood-st-john-r-wooden-high-')]",1768,John R. Wooden High(LAUSD),Los Angeles Unified,18741 Elkwood St.,John R. Wooden High(LAUSD),John R. Wooden High,18741-elkwood-st-john-r-wooden-high-,18741-elkwood-st-john-r-wooden-high-,,False, 95.0
851,851,LAUSD,3020-south-catalina-st-john-w-mack-elementary-,3020 S Catalina St,323-730-7620,John W Mack Elementary,3020-s-catalina-st-john-w-mack-elementary,True,"[('3020 south catalina st john w mack elementary', 95.34883720930233, '3020-south-catalina-st-john-w-mack-elementary-')]",1549,John W. Mack Elementary(LAUSD),Los Angeles Unified,3020 South Catalina St.,John W. Mack Elementary(LAUSD),John W. Mack Elementary,3020-south-catalina-st-john-w-mack-elementary-,3020-south-catalina-st-john-w-mack-elementary-,,False, 95.34883720930233
852,852,LAUSD,3020-south-catalina-st-john-w-mack-elementary-,3020 S Catalina St,323-730-7620,John W Mack Elementary DL Two-Way Im Spanish,3020-s-catalina-st-john-w-mack-elementary-dl-two-way-im-spanish,True,"[('3020 south catalina st john w mack elementary', 88.21428571428571, '3020-south-catalina-st-john-w-mack-elementary-')]",1549,John W. Mack Elementary(LAUSD),Los Angeles Unified,3020 South Catalina St.,John W. Mack Elementary(LAUSD),John W. Mack Elementary,3020-south-catalina-st-john-w-mack-elementary-,3020-south-catalina-st-john-w-mack-elementary-,,False, 88.21428571428571
853,853,LAUSD,"4066-west-johnnie-cochran-vista-johnnie-cochran,-jr,-middle-",4066 W Johnnie Cochran Vista,323-730-4300,Johnnie L Cochran Jr Middle School,4066-w-johnnie-cochran-vista-johnnie-l-cochran-jr-middle-school,True,"[('4066 west johnnie cochran vista johnnie cochran  jr  middle', 88.83116883116884, '4066-west-johnnie-cochran-vista-johnnie-cochran,-jr,-middle-')]",1550,"Johnnie Cochran, Jr., Middle(LAUSD)",Los Angeles Unified,4066 West Johnnie Cochran Vista,"Johnnie Cochran, Jr., Middle(LAUSD)","Johnnie Cochran, Jr., Middle","4066-west-johnnie-cochran-vista-johnnie-cochran,-jr,-middle-","4066-west-johnnie-cochran-vista-johnnie-cochran,-jr,-middle-",,False, 88.83116883116884
854,854,LAUSD,1316-north-bronson-ave-joseph-le-conte-middle-,1316 N Bronson Ave,323-308-1700,Joseph Le Conte Middle School,1316-n-bronson-ave-joseph-le-conte-middle-school,True,"[('1316 north bronson ave joseph le conte middle', 88.21428571428571, '1316-north-bronson-ave-joseph-le-conte-middle-')]",1551,Joseph Le Conte Middle(LAUSD),Los Angeles Unified,1316 North Bronson Ave.,Joseph Le Conte Middle(LAUSD),Joseph Le Conte Middle,1316-north-bronson-ave-joseph-le-conte-middle-,1316-north-bronson-ave-joseph-le-conte-middle-,,False, 88.21428571428571
855,855,LAUSD,2302-south-gramercy-pl-joseph-pomeroy-widney-career-preparatory-and-transition-center-,2302 S Gramercy Pl,323-731-8633,Joseph Pomeroy Widney Career Preparatory & Transition Center,2302-s-gramercy-pl-joseph-pomeroy-widney-career-preparatory-&-transition-center,True,"[('2302 south gramercy pl joseph pomeroy widney career preparatory and transition center', 95.1219512195122, '2302-south-gramercy-pl-joseph-pomeroy-widney-career-preparatory-and-transition-center-')]",1552,Joseph Pomeroy Widney Career Preparatory and Transition Center(LAUSD),Los Angeles Unified,2302 South Gramercy Pl.,Joseph Pomeroy Widney Career Preparatory and Transition Center(LAUSD),Joseph Pomeroy Widney Career Preparatory and Transition Center,2302-south-gramercy-pl-joseph-pomeroy-widney-career-preparatory-and-transition-center-,2302-south-gramercy-pl-joseph-pomeroy-widney-career-preparatory-and-transition-center-,,False, 95.1219512195122
856,856,LAUSD,1536-east-89th-st-judith-f-baca-arts-academy-,1536 E 89th St,323-826-3560,Judith F Baca Arts Academy,1536-e-89th-st-judith-f-baca-arts-academy,True,"[('1536 east 89th st judith f baca arts academy', 96.47058823529412, '1536-east-89th-st-judith-f-baca-arts-academy-')]",1553,Judith F. Baca Arts Academy(LAUSD),Los Angeles Unified,1536 East 89th St.,Judith F. Baca Arts Academy(LAUSD),Judith F. Baca Arts Academy,1536-east-89th-st-judith-f-baca-arts-academy-,1536-east-89th-st-judith-f-baca-arts-academy-,,False, 96.47058823529412
857,857,LAUSD,7650-ben-ave-julie-korenstein-elementary-,7650 Ben Ave,818-255-4140,Julie Korenstein Elementary,7650-ben-ave-julie-korenstein-elementary,True,"[('7650 ben ave julie korenstein elementary', 100.0, '7650-ben-ave-julie-korenstein-elementary-')]",1555,Julie Korenstein Elementary(LAUSD),Los Angeles Unified,7650 Ben Ave.,Julie Korenstein Elementary(LAUSD),Julie Korenstein Elementary,7650-ben-ave-julie-korenstein-elementary-,7650-ben-ave-julie-korenstein-elementary-,,False, 100.0
858,858,LAUSD,23350-justice-st-justice-street-academy-charter-,23350 Justice St,818-346-4388,Justice Street Academy Charter,23350-justice-st-justice-street-academy-charter,True,"[('23350 justice st justice street academy charter', 100.0, '23350-justice-st-justice-street-academy-charter-')]",1599,Justice Street Academy Charter(LAUSD),Los Angeles Unified,23350 Justice St.,Justice Street Academy Charter(LAUSD),Justice Street Academy Charter,23350-justice-st-justice-street-academy-charter-,23350-justice-st-justice-street-academy-charter-,,False, 100.0
859,859,LAUSD,8701-parkhill-dr-katherine-johnson-stem-academy-,8701 Parkhill Dr,323-673-1230,Katherine Johnson STEM Academy,8701-parkhill-dr-katherine-johnson-stem-academy,True,"[('8701 parkhill dr katherine johnson stem academy', 100.0, '8701-parkhill-dr-katherine-johnson-stem-academy-')]",1601,Katherine Johnson STEM Academy(LAUSD),Los Angeles Unified,8701 Parkhill Dr.,Katherine Johnson STEM Academy(LAUSD),Katherine Johnson STEM Academy,8701-parkhill-dr-katherine-johnson-stem-academy-,8701-parkhill-dr-katherine-johnson-stem-academy-,,False, 100.0
860,860,LAUSD,645-north-kenter-ave-kenter-canyon-elementary-charter-,645 N Kenter Ave,310-472-5918,Kenter Canyon Elementary Charter,645-n-kenter-ave-kenter-canyon-elementary-charter,True,"[('645 north kenter ave kenter canyon elementary charter', 96.07843137254902, '645-north-kenter-ave-kenter-canyon-elementary-charter-')]",1603,Kenter Canyon Elementary Charter(LAUSD),Los Angeles Unified,645 North Kenter Ave.,Kenter Canyon Elementary Charter(LAUSD),Kenter Canyon Elementary Charter,645-north-kenter-ave-kenter-canyon-elementary-charter-,645-north-kenter-ave-kenter-canyon-elementary-charter-,,False, 96.07843137254902
861,861,LAUSD,8401-emerson-ave-kentwood-elementary-,8401 Emerson Ave,310-670-8977,Kentwood Elementary,8401-emerson-ave-kentwood-elementary,True,"[('8401 emerson ave kentwood elementary', 100.0, '8401-emerson-ave-kentwood-elementary-')]",1604,Kentwood Elementary(LAUSD),Los Angeles Unified,8401 Emerson Ave.,Kentwood Elementary(LAUSD),Kentwood Elementary,8401-emerson-ave-kentwood-elementary-,8401-emerson-ave-kentwood-elementary-,,False, 100.0
862,862,LAUSD,5353-kester-ave-kester-avenue-elementary-,5353 Kester Ave,818-787-6751,Kester Avenue Elementary,5353-kester-ave-kester-avenue-elementary,True,"[('5353 kester ave kester avenue elementary', 100.0, '5353-kester-ave-kester-avenue-elementary-')]",1605,Kester Avenue Elementary(LAUSD),Los Angeles Unified,5353 Kester Ave.,Kester Avenue Elementary(LAUSD),Kester Avenue Elementary,5353-kester-ave-kester-avenue-elementary-,5353-kester-ave-kester-avenue-elementary-,,False, 100.0
863,863,LAUSD,5353-kester-ave-kester-avenue-elementary-,5353 Kester Ave,818-787-6751,Kester Avenue Elementary Gifted Magnet,5353-kester-ave-kester-avenue-elementary-gifted-magnet,True,"[('5353 kester ave kester avenue elementary', 95.0, '5353-kester-ave-kester-avenue-elementary-')]",1605,Kester Avenue Elementary(LAUSD),Los Angeles Unified,5353 Kester Ave.,Kester Avenue Elementary(LAUSD),Kester Avenue Elementary,5353-kester-ave-kester-avenue-elementary-,5353-kester-ave-kester-avenue-elementary-,,False, 95.0
864,864,LAUSD,5200-west-virginia-ave-kingsley-elementary-,5200 W Virginia Ave,323-644-7700,Kingsley Elementary DL Two-Way Im Spanish,5200-w-virginia-ave-kingsley-elementary-dl-two-way-im-spanish,True,"[('5200 west virginia ave kingsley elementary', 88.9873417721519, '5200-west-virginia-ave-kingsley-elementary-')]",2033,Kingsley Elementary(LAUSD),Los Angeles Unified,5200 West Virginia Ave.,Kingsley Elementary(LAUSD),Kingsley Elementary,5200-west-virginia-ave-kingsley-elementary-,5200-west-virginia-ave-kingsley-elementary-,,False, 88.9873417721519
865,865,LAUSD,5200-west-virginia-ave-kingsley-elementary-,5200 W Virginia Ave,323-644-7700,Kingsley Elementary School,5200-w-virginia-ave-kingsley-elementary-school,True,"[('5200 west virginia ave kingsley elementary', 88.9873417721519, '5200-west-virginia-ave-kingsley-elementary-')]",2033,Kingsley Elementary(LAUSD),Los Angeles Unified,5200 West Virginia Ave.,Kingsley Elementary(LAUSD),Kingsley Elementary,5200-west-virginia-ave-kingsley-elementary-,5200-west-virginia-ave-kingsley-elementary-,,False, 88.9873417721519
866,866,LAUSD,13619-kittridge-st-kittridge-street-elementary-,13619 Kittridge St,818-786-7926,Kittridge Street Elementary,13619-kittridge-st-kittridge-street-elementary,True,"[('13619 kittridge st kittridge street elementary', 100.0, '13619-kittridge-st-kittridge-street-elementary-')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),Kittridge Street Elementary,13619-kittridge-st-kittridge-street-elementary-,13619-kittridge-st-kittridge-street-elementary-,,False, 100.0
867,867,LAUSD,13619-kittridge-st-kittridge-street-elementary-,13619 Kittridge St,818-786-7926,Kittridge Street Elementary DL Two-Way Im Armenian,13619-kittridge-st-kittridge-street-elementary-dl-two-way-im-armenian,True,"[('13619 kittridge st kittridge street elementary', 90.0, '13619-kittridge-st-kittridge-street-elementary-')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),Kittridge Street Elementary,13619-kittridge-st-kittridge-street-elementary-,13619-kittridge-st-kittridge-street-elementary-,,False, 90.0
868,868,LAUSD,13619-kittridge-st-kittridge-street-elementary-,13619 Kittridge St,818-786-7926,Kittridge Street Elementary DL Two-Way Im Spanish,13619-kittridge-st-kittridge-street-elementary-dl-two-way-im-spanish,True,"[('13619 kittridge st kittridge street elementary', 95.0, '13619-kittridge-st-kittridge-street-elementary-')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),Kittridge Street Elementary,13619-kittridge-st-kittridge-street-elementary-,13619-kittridge-st-kittridge-street-elementary-,,False, 95.0
869,869,LAUSD,11822-gerald-ave-knollwood-preparatory-academy-,11822 Gerald Ave,818-363-9558,Knollwood Preparatory Academy,11822-gerald-ave-knollwood-preparatory-academy,True,"[('11822 gerald ave knollwood preparatory academy', 100.0, '11822-gerald-ave-knollwood-preparatory-academy-')]",1700,Knollwood Preparatory Academy(LAUSD),Los Angeles Unified,11822 Gerald Ave.,Knollwood Preparatory Academy(LAUSD),Knollwood Preparatory Academy,11822-gerald-ave-knollwood-preparatory-academy-,11822-gerald-ave-knollwood-preparatory-academy-,,False, 100.0
870,870,LAUSD,8715-la-salle-ave-la-salle-avenue-elementary-,8715 La Salle Ave,323-759-1161,La Salle Avenue Elementary,8715-la-salle-ave-la-salle-avenue-elementary,True,"[('8715 la salle ave la salle avenue elementary', 100.0, '8715-la-salle-ave-la-salle-avenue-elementary-')]",1704,La Salle Avenue Elementary(LAUSD),Los Angeles Unified,8715 La Salle Ave.,La Salle Avenue Elementary(LAUSD),La Salle Avenue Elementary,8715-la-salle-ave-la-salle-avenue-elementary-,8715-la-salle-ave-la-salle-avenue-elementary-,,False, 100.0
871,871,LAUSD,8715-la-salle-ave-la-salle-avenue-elementary-,8715 La Salle Ave,323-759-1161,La Salle Avenue Elementary DL Two-Way Im Spanish,8715-la-salle-ave-la-salle-avenue-elementary-dl-two-way-im-spanish,True,"[('8715 la salle ave la salle avenue elementary', 90.0, '8715-la-salle-ave-la-salle-avenue-elementary-')]",1704,La Salle Avenue Elementary(LAUSD),Los Angeles Unified,8715 La Salle Ave.,La Salle Avenue Elementary(LAUSD),La Salle Avenue Elementary,8715-la-salle-ave-la-salle-avenue-elementary-,8715-la-salle-ave-la-salle-avenue-elementary-,,False, 90.0
