CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
1.96444E+13,610050,1099,Active,Los Angeles,Covina-Valley Unified,Manzanita Elementary,4131 North Nora Avenue,4131 North Nora Ave.,Covina,91722-3821,CA,4131 North Nora Avenue,4131 North Nora Ave.,Covina,91722-3821,CA,(626) 472-7640,No Data,(626) 472-7655,No Data,http://manzanita.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.08898,-117.9384,Beth,Mossman,bmossman@c-vusd.org,43509
1.96444E+13,610050,1100,Active,Los Angeles,Covina-Valley Unified,Merwin Elementary,16125 Cypress Street,16125 Cypress St.,Covina,91722-2236,CA,16125 Cypress Street,16125 Cypress St.,Covina,91722-2236,CA,(626) 472-7660,No Data,(626) 472-7675,No Data,http://merwin.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.096336,-117.93098,Kenneth,Stratton,kstratton@c-vusd.org,44426
1.96444E+13,610050,1101,Active,Los Angeles,Covina-Valley Unified,Mesa Elementary,409 South Barranca Street,409 South Barranca St.,West Covina,91791-2209,CA,409 South Barranca Street,409 South Barranca St.,West Covina,91791-2209,CA,(626) 974-4600,No Data,(626) 974-4615,No Data,http://mesa.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.066226,-117.88209,Chris,Hert,chert@c-vusd.org,43509
1.96444E+13,610050,1103,Active,Los Angeles,Covina-Valley Unified,Rowland Avenue Elementary,1355 East Rowland Avenue,1355 East Rowland Ave.,West Covina,91790-1845,CA,1355 East Rowland Avenue,1355 East Rowland Ave.,West Covina,91790-1845,CA,(626) 974-4700,No Data,(626) 974-4715,No Data,http://rowland.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.079265,-117.91788,Page,Christensen,pchristensen@c-vusd.org,44056
1.96444E+13,610050,1104,Active,Los Angeles,Covina-Valley Unified,Sierra Vista Middle,777 East Puente Street,777 East Puente St.,Covina,91723-2826,CA,777 East Puente Street,777 East Puente St.,Covina,91723-2826,CA,(626) 974-7300,No Data,(626) 974-7315,No Data,http://sierravista.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.082503,-117.87424,Danielle,Travieso,dtravieso@c-vusd.org,44056
1.96444E+13,610050,1106,Active,Los Angeles,Covina-Valley Unified,Traweek Middle,1941 East Rowland Avenue,1941 East Rowland Ave.,West Covina,91723-0269,CA,1941 East Rowland Avenue,1941 East Rowland Ave.,West Covina,91723-0269,CA,(626) 974-7400,No Data,(626) 974-7415,No Data,http://traweek.cvusd.k12.ca.us,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.079748,-117.90416,Jacob,Jung,jjung@c-vusd.org,44425
1.96444E+13,610050,7690,Active,Los Angeles,Covina-Valley Unified,Workman Avenue Elementary,1941 East Workman Avenue,1941 East Workman Ave.,West Covina,91791-1492,CA,1941 East Workman Avenue,1941 East Workman Ave.,West Covina,91791-1492,CA,(626) 974-4900,No Data,(626) 974-4915,No Data,http://workman.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.076426,-117.90442,April,Leon,aleon@c-vusd.org,44056
1.96444E+13,610260,13708,Active,Los Angeles,Culver City Unified,Culver City Unified School District iAcademy,"4601 Elenda Street, CP Annex","4601 Elenda St., CP Annex",Culver City,90230,CA,"4601 Elenda Street, CP Annex","4601 Elenda St., CP Annex",Culver City,90230,CA,(310) 842-4200,No Data,(310) 842-4350,No Data,http://www.ccusd.org,41487,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,N,No Data,34.021122,-118.39646,Veronica,Montes,veronicamontes@ccusd.org,44056
1.96444E+13,610260,1116,Active,Los Angeles,Culver City Unified,Culver City High,4401 Elenda Street,4401 Elenda St.,Culver City,90230-4101,CA,4401 Elenda Street,4401 Elenda St.,Culver City,90230-4101,CA,(310) 842-4200,No Data,(310) 842-4303,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.007671,-118.40207,Lisa,Cooper,lisacooper@ccusd.org,44056
1.96444E+13,610260,7691,Active,Los Angeles,Culver City Unified,Culver Park High,4601 Elenda Street,4601 Elenda St.,Culver City,90230-4103,CA,5303 Berryman Avenue,5303 Berryman Ave.,Culver City,90230-5385,CA,(310) 390-8886,No Data,(310) 390-3796,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44846,44877,N,N,N,No Data,34.006644,-118.40103,Veronica,Montes,veronicamontes@ccusd.org,44056
1.96444E+13,610260,1120,Active,Los Angeles,Culver City Unified,Linwood E. Howe Elementary,4100 Irving Place,4100 Irving Pl.,Culver City,90232-2812,CA,4100 Irving Place,4100 Irving Pl.,Culver City,90232-2812,CA,(310) 842-4338,No Data,(310) 842-4330,No Data,http://linhowe.ccusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.02174,-118.39268,Casey,Chabola,caseychabola@ccusd.org,44068
1.96444E+13,610260,3192,Active,Los Angeles,Culver City Unified,El Marino Elementary,11450 Port Road,11450 Port Rd.,Culver City,90230-5346,CA,11450 Port Road,11450 Port Rd.,Culver City,90230-5346,CA,(310) 842-4241,No Data,(310) 572-9420,No Data,No Data,34578,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.992306,-118.4019,Mina,Shiratori,minashiratori@ccusd.org,43509
1.96444E+13,610260,1118,Active,Los Angeles,Culver City Unified,El Rincon Elementary,11177 Overland Avenue,11177 Overland Ave.,Culver City,90230-5454,CA,11177 Overland Avenue,11177 Overland Ave.,Culver City,90230-5454,CA,(310) 842-4340,No Data,(310) 842-4317,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.994838,-118.39045,Amy,Hodge,amyhodge@ccusd.org,44056
1.96444E+13,610260,1119,Active,Los Angeles,Culver City Unified,Farragut Elementary,10820 Farragut Drive,10820 Farragut Dr.,Culver City,90230-4107,CA,10820 Farragut Drive,10820 Farragut Dr.,Culver City,90230-4107,CA,(310) 842-4323,No Data,(310) 842-4320,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.007624,-118.40009,Katie,Masterson,katiemasterson@ccusd.org,44428
1.96444E+13,610260,1121,Active,Los Angeles,Culver City Unified,La Ballona Elementary,10915 Washington Boulevard,10915 Washington Blvd.,Culver City,90232-4045,CA,10915 Washington Boulevard,10915 Washington Blvd.,Culver City,90232-4045,CA,(310) 842-4334,No Data,(310) 842-4298,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.013188,-118.4095,Rebecca,Godbey,rebeccagodbey@ccusd.org,44068
1.96444E+13,610260,1115,Active,Los Angeles,Culver City Unified,Culver City Middle,4601 Elenda Street,4601 Elenda St.,Culver City,90230-4103,CA,4601 Elenda Street,4601 Elenda St.,Culver City,90230-4103,CA,(310) 842-4200,No Data,(310) 842-4304,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.007036,-118.40101,Elsy,Villafranca,elsyvillafranca@ccusd.org,43509
1.96445E+13,611460,14075,Active,Los Angeles,Downey Unified,Woodruff Academy,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241-5610,CA,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241-5610,CA,(562) 904-3552,No Data,(562) 469-7320,No Data,http://www.dusd.net/columbus/,42795,No Data,N,No Data,No Data,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,44754,44783,C,N,N,No Data,33.919847,-118.11643,Xochitl,Ortiz,xortiz@dusd.net,44056
1.96445E+13,611460,14595,Active,Los Angeles,Downey Unified,Downey Unified Virtual Academy at Lynn L. Pace Education Center,9625 Van Ruiten Street,9625 Van Ruiten St.,Bellflower,90706-2359,CA,9625 Van Ruiten Street,9625 Van Ruiten St.,Bellflower,90241,CA,(562) 904-3571,No Data,No Data,virtual@dusd.net,http://web.dusd.net/virtualacademy,44378,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,44752,No Data,V,N,N,No Data,33.904323,-118.1273,Karlin,LaPorta,klaporta@dusd.net,44568
1.96445E+13,611460,1262,Active,Los Angeles,Downey Unified,Columbus (Christopher) High,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241-5610,CA,12330 Woodruff Avenue,12330 Woodruff Ave.,Downey,90241-5610,CA,(562) 904-3552,No Data,(562) 469-7320,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44846,44877,N,N,N,No Data,33.91966,-118.11662,Xochitl,Ortiz,xortiz@dusd.net,44455
1.96445E+13,611460,1264,Active,Los Angeles,Downey Unified,Downey High,11040 Brookshire Avenue,11040 Brookshire Ave.,Downey,90241-3816,CA,11040 Brookshire Avenue,11040 Brookshire Ave.,Downey,90241-3816,CA,(562) 869-7301,No Data,(562) 469-7340,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,33.939009,-118.12902,Tom,Houts,thouts@dusd.net,43509
1.96445E+13,611460,1278,Active,Los Angeles,Downey Unified,Warren (Earl) High,8141 De Palma Street,8141 De Palma St.,Downey,90241-5102,CA,8141 De Palma Street,8141 De Palma St.,Downey,90241-5102,CA,(562) 869-7306,No Data,(562) 469-7360,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,33.934857,-118.14069,Cari,White,cwhite@dusd.net,43720
1.96445E+13,611460,1267,Active,Los Angeles,Downey Unified,Gauldin (A.L.) Elementary,9724 Spry Street,9724 Spry St.,Downey,90242-3110,CA,9724 Spry Street,9724 Spry St.,Downey,90242-3110,CA,(562) 904-3582,No Data,(562) 469-7130,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.920666,-118.11976,Sylvia,Estrella,sestrella@dusd.net,44454
1.96445E+13,611460,1260,Active,Los Angeles,Downey Unified,Alameda Elementary,8613 East Alameda Street,8613 East Alameda St.,Downey,90242-2620,CA,8613 East Alameda Street,8613 East Alameda St.,Downey,90242-2620,CA,(562) 904-3589,No Data,(562) 469-7100,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.92534,-118.1362,Charlene,Shimada,cshimada@dusd.net,44078
1.96445E+13,611460,1261,Active,Los Angeles,Downey Unified,Carpenter (C. C.) Elementary,9439 East Foster Road,9439 East Foster Rd.,Downey,90242-4835,CA,9439 East Foster Road,9439 East Foster Rd.,Downey,90242-4835,CA,(562) 904-3588,No Data,(562) 469-7110,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-1,N,N,N,No Data,33.909799,-118.1328,Diana,Verduzco,dverduzco@dusd.net,44454
1.96445E+13,611460,1277,Active,Los Angeles,Downey Unified,Ward (E. W.) Elementary,8851 East Adoree Street,8851 East Adoree St.,Downey,90242-4501,CA,8851 East Adoree Street,8851 East Adoree St.,Downey,90242-4501,CA,(562) 904-3591,No Data,(562) 469-7220,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.914959,-118.14205,Karen,Trejo,ktrejo@dusd.net,44078
1.96445E+13,611460,10237,Active,Los Angeles,Downey Unified,Lewis (Ed C.) Elementary,13220 South Bellflower Boulevard,13220 South Bellflower Blvd.,Downey,90242-4817,CA,13220 South Bellflower Boulevard,13220 South Bellflower Blvd.,Downey,90242-4817,CA,(562) 904-3590,No Data,(562) 469-7150,No Data,No Data,33491,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.910793,-118.12529,Allison,Box,abox@dusd.net,44056
1.96445E+13,611460,3196,Active,Los Angeles,Downey Unified,Unsworth (Edith) Elementary,9001 Lindsey Avenue,9001 Lindsey Ave.,Downey,90240-2419,CA,9001 Lindsey Avenue,9001 Lindsey Ave.,Downey,90240-2419,CA,(562) 904-3576,No Data,(562) 469-7210,No Data,No Data,34585,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.956591,-118.10607,Kelley,Rush-Becker,krushbecker@dusd.net,44056
1.96445E+13,611460,1266,Active,Los Angeles,Downey Unified,Gallatin Elementary,9513 Brookshire Avenue,9513 Brookshire Ave.,Downey,90240-3301,CA,9513 Brookshire Avenue,9513 Brookshire Ave.,Downey,90240-3301,CA,(562) 904-3583,No Data,(562) 469-7120,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.955463,-118.11685,Katherine,Estevez,kestevez@dusd.net,44056
1.96445E+13,611460,1269,Active,Los Angeles,Downey Unified,Imperial Elementary,8133 Imperial Highway,8133 Imperial Hwy.,Downey,90242-3715,CA,8133 Imperial Highway,8133 Imperial Hwy.,Downey,90242-3715,CA,(562) 904-3578,No Data,(562) 469-7140,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,N,N,No Data,33.922863,-118.14946,Peggy,Meehan,mmeehan@dusd.net,44056
1.96445E+13,611460,1271,Active,Los Angeles,Downey Unified,Price (Maude) Elementary,9525 South Tweedy Lane,9525 South Tweedy Ln.,Downey,90240-3138,CA,9525 South Tweedy Lane,9525 South Tweedy Ln.,Downey,90240-3138,CA,(562) 904-3575,No Data,(562) 469-7180,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.960415,-118.12732,Mary,Edge-Guerra,medgeguerra@dusd.net,44454
1.96445E+13,611460,1273,Active,Los Angeles,Downey Unified,Rio Hondo Elementary,7731 East Muller Street,7731 East Muller St.,Downey,90241-2115,CA,7731 East Muller Street,7731 East Muller St.,Downey,90241-2115,CA,(562) 904-3568,No Data,(562) 469-7190,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.950801,-118.13883,Michael,Williams,mwilliams@dusd.net,44056
1.96445E+13,611460,1274,Active,Los Angeles,Downey Unified,Rio San Gabriel Elementary,9338 Gotham Street,9338 Gotham St.,Downey,90241-2925,CA,9338 Gotham Street,9338 Gotham St.,Downey,90241-2925,CA,(562) 904-3567,No Data,(562) 469-7200,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,33.939051,-118.11243,David,Cid,dacid@dusd.net,44056
1.96445E+13,611460,1280,Active,Los Angeles,Downey Unified,Williams (Spencer V.) Elementary,7530 East Arnett Street,7530 East Arnett St.,Downey,90241-4403,CA,7530 East Arnett Street,7530 East Arnett St.,Downey,90241-4403,CA,(562) 904-3564,No Data,(562) 469-7230,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,N,N,No Data,33.944633,-118.14829,Caridad,Calvo,ccalvo@dusd.net,44056
1.96445E+13,611460,1265,Active,Los Angeles,Downey Unified,Doty (Wendy Lopour) Middle,10301 South Woodruff Avenue,10301 South Woodruff Ave.,Downey,90241-2944,CA,10301 South Woodruff Avenue,10301 South Woodruff Ave.,Downey,90241-2944,CA,(562) 904-3586,No Data,(562) 469-7240,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44689,N,N,N,No Data,33.941783,-118.11204,Brent,Shubin,bshubin@dusd.net,44056
1.96445E+13,611460,1268,Active,Los Angeles,Downey Unified,Griffiths (Gordon) Middle,9633 Tweedy Lane,9633 Tweedy Ln.,Downey,90240-3140,CA,9633 Tweedy Lane,9633 Tweedy Ln.,Downey,90240-3140,CA,(562) 904-3580,No Data,(562) 469-7260,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,33.959282,-118.12814,Anthony,Zegarra,azegarra@dusd.net,44056
1.96445E+13,611460,1275,Active,Los Angeles,Downey Unified,Sussman (Edward A.) Middle,12500 Birchdale Avenue,12500 Birchdale Ave.,Downey,90242-3604,CA,12500 Birchdale Avenue,12500 Birchdale Ave.,Downey,90242-3604,CA,(562) 904-3572,No Data,(562) 469-7280,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,33.920786,-118.13988,Connie,Quintero,cquintero@dusd.net,44056
1.96445E+13,611460,1279,Active,Los Angeles,Downey Unified,Stauffer (Mary R.) Middle,11985 Old River School Road,11985 Old River School Rd.,Downey,90242-2155,CA,11985 Old River School Road,11985 Old River School Rd.,Downey,90242-2155,CA,(562) 904-3565,No Data,(562) 469-7300,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,33.938547,-118.15527,Darryl,Browning,dbrowning@dusd.net,44056
1.96445E+13,611460,7107,Active,Los Angeles,Downey Unified,Old River Elementary,11995 Old River School Road,11995 Old River School Rd.,Downey,90242-2155,CA,11995 Old River School Road,11995 Old River School Rd.,Downey,90242-2155,CA,(562) 904-3561,No Data,(562) 469-7160,No Data,No Data,35682,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,44656,44656,N,N,N,No Data,33.938442,-118.15534,Caryn,Jasich,cjasich@dusd.net,44056
1.96447E+13,611520,13697,Active,Los Angeles,Duarte Unified,Opportunities for Learning - Duarte,1202-1204 Huntington Drive,1202-1204 Huntington Dr.,Duarte,91010-2453,CA,"5200 Irwindale Ave, Suite 140","5200 Irwindale Ave, Ste. 140",Irwindale,91706,CA,(626) 303-2113,No Data,No Data,oflleadership@propelcmg.org,http://www.emsofl.com,41456,No Data,Y,1599,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,HS,High School,K-12,44754,N,N,Y,601825,34.139552,-117.97985,Richard,Moreno,ofldleadership@propelcmg.org,44215
1.96447E+13,611520,14083,Active,Los Angeles,Duarte Unified,California School of the Arts - San Gabriel Valley,1401 Highland Avenue,1401 Highland Ave.,Duarte,91010-2523,CA,1401 Highland Avenue,1401 Highland Ave.,Duarte,91010-2523,CA,(657) 321-4000,No Data,No Data,student.services@sgv.csarts.net,http://www.sgv.csarts.net,42961,No Data,Y,1838,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,601914,34.136932,-117.96885,Gregory,Endelman,gregory.endelman@sgv.csarts.net,44426
